ell; low_auto_ch0; low_auto_ch1; low_auto_ch2; high_horizontal_auto_ch0; high_horizontal_auto_ch1; high_horizontal_auto_ch2; high_vertical_auto_ch0; high_vertical_auto_ch1; high_vertical_auto_ch2; high_diagonal_auto_ch0; high_diagonal_auto_ch1; high_diagonal_auto_ch2; low_cross_ch0_ch1; low_cross_ch0_ch2; low_cross_ch1_ch2; high_horizontal_cross_ch0_ch1; high_horizontal_cross_ch0_ch2; high_horizontal_cross_ch1_ch2; high_vertical_cross_ch0_ch1; high_vertical_cross_ch0_ch2; high_vertical_cross_ch1_ch2; high_diagonal_cross_ch0_ch1; high_diagonal_cross_ch0_ch2; high_diagonal_cross_ch1_ch2
0.0; 94990.47062276231; 207054.34773587415; 20675.707688526516; 976.2488071509548; 1328.4300950436748; 1030.1227010078305; 982.8803247210658; 1318.7527546188655; 1122.5257464106498; 135.96562510714475; 495.2797076922859; 998.0713897842572; -65142.797514521764; 33106.072510042104; -32340.86553416173; -300.1744526920603; 308.8166717612788; -53.96438949871335; -297.08120062153415; 306.2608033597414; -53.5796133344196; -2.744221281237275; 3.3290862354723463; -0.39581953218353266
675.0; 28595.229846731534; 44119.28242630802; 5630.834062034647; 1207.1556764147772; 3136.0501963102606; 1080.689410677666; 966.2378113450002; 929.1861723264913; 962.8736856104343; 140.5226595093708; 502.3915542176816; 1024.4255976302427; -16479.99183212932; 9512.514492991735; -5097.966261155235; -617.2816994272752; 339.61835120775606; -95.30335700745829; -217.81301247401962; 294.2818700774708; -42.49034771196178; -4.529512697826295; 5.470009817366646; 0.4498183226251965
1350.0; 10557.744542161392; 16021.500876681213; 2817.264179161396; 1364.1351967815476; 4277.19877984805; 1059.76851322479; 922.0340430417855; 642.3174309423251; 960.7463504385692; 156.36311805681106; 514.5369831356304; 1004.1731645742973; -6702.183326444068; 3529.616996750426; -2071.3715403986953; -904.5986125070326; 361.8907393090135; -131.60883064706147; -169.95820338035884; 285.8257013820685; -34.19327475688657; -7.758514689097074; 8.623552531443083; 0.9064190957750011
2025.0000000000002; 5502.304400132055; 7454.520454785003; 1915.7898778855115; 1448.4856539999005; 4391.771779555801; 1079.991182208287; 894.2775148220005; 507.09087831126834; 964.3943358886098; 181.086210940296; 530.9303745402447; 992.8914117986419; -3531.484589894776; 1878.8141152886574; -1112.902305905727; -1052.1422632171682; 373.4106474374632; -155.8510837435711; -144.57185666644446; 280.0309932072376; -31.005186281614648; -12.795474792458029; 13.99094165761383; -0.4709591123036501
2700.0; 3418.5897170388143; 3967.811682600968; 1592.0765314258072; 1431.5560111044636; 4086.732404853888; 1079.9381473793194; 865.8358230519383; 430.790721683785; 963.5780968671655; 214.30865033463834; 547.6872416191942; 992.9743160686646; -2085.7512683703644; 1188.8525569207247; -667.9658317781998; -1103.813236409661; 360.7028548645277; -167.01654925607815; -126.48580009154347; 270.37981652713484; -29.215880697844756; -18.412480721632722; 20.739201875834457; -0.9628219157676278
3375.0000000000005; 2344.8322979316163; 2313.7025902575415; 1354.4663543706051; 1344.0038441041042; 3619.1312050893184; 1081.4920058090622; 831.6421465066505; 382.5148846989317; 962.6602931483274; 255.88848408501966; 568.9263441911041; 988.937087488887; -1324.971404877588; 832.8171461633992; -435.26499185873473; -1092.103380552464; 337.99471166080514; -171.08903146085058; -112.73158166802126; 259.93505542390324; -25.877467919528193; -25.18321620577401; 29.868210465576173; -2.8462269836124365
4050.0000000000005; 1709.9432456392858; 1444.3912763318963; 1242.0442926949179; 1410.4938610130735; 3165.380331329645; 1122.1584898962753; 796.7449820282388; 349.10171658024785; 963.902769600089; 305.57533306811604; 592.6371817793141; 993.0837875706945; -882.4612087648418; 619.5104501636088; -295.7492973488444; -1060.8460353633118; 356.6313294127004; -167.8373623888244; -102.13771157617765; 249.86710683357515; -23.44627361685072; -32.698058165250806; 41.118864903083; -3.330009542445911
4725.0; 1305.8126554185224; 956.5788759863746; 1186.2145570518296; 1475.2292001706694; 2774.86978729458; 1100.2157139143842; 759.4661783789348; 324.07494275680716; 966.3681079429643; 361.1870765175015; 619.1853040141871; 999.5920857052364; -610.5524265983125; 489.01210959778876; -207.041007475338; -1015.4401702924797; 375.9847046965593; -164.30742126459586; -91.99079333315854; 237.1043208041394; -21.505067948323816; -40.23655066201915; 53.07472163671892; -3.6465680169135557
5400.0; 1028.3469482638986; 670.6773017926196; 1142.2365624569245; 1558.2615964405077; 2459.509629527663; 1143.565727477484; 720.752335786236; 304.2608618036331; 965.5188645122531; 421.08367890387797; 646.4351381354453; 997.0460258714488; -438.2530958676049; 398.2329609143654; -146.86257562682655; -970.6840944189772; 395.66527073120704; -159.34943372621694; -82.14691720376285; 220.83811959221873; -19.54454948213829; -47.770810813453984; 65.5679884793385; -6.372581259405518
6075.0; 830.3955291462395; 493.2610096085058; 1123.0567793215362; 1622.3559295384262; 2207.0821176400286; 1102.5451870430686; 675.5856942134797; 286.2620903147428; 961.5992093353418; 482.70978813702266; 677.8397541488591; 997.0857747670806; -322.79152695482196; 336.61279359737534; -106.73896078924093; -920.7488651726711; 414.37918235640393; -145.02340302184683; -75.26328441559725; 208.6823766921378; -17.204614736107676; -56.807598041269664; 77.53817289387405; -6.525154576004625
6750.000000000001; 685.9134853770272; 379.9602181061195; 1005.9698190126014; 1676.157357994567; 2018.5489779798274; 1127.601867186537; 629.773330593232; 270.0439902812518; 962.7034863032487; 548.5008875701247; 707.1772241024407; 995.8355969839553; -246.76452457142312; 291.4620182512041; -78.34852027078267; -884.5113084294984; 436.90733777858867; -136.4540679829122; -66.85366188673852; 191.8141150642509; -15.108308263115982; -62.885457431416306; 93.33821758008904; -7.041325076269149
7425.0; 579.6460782193241; 305.40967907985; 1027.0293504310494; 1719.4309724269224; 1874.6874330985559; 1105.16646999173; 586.1647521594674; 257.77213967925815; 962.9947263930243; 614.664649434936; 741.433319547816; 999.2957878678277; -194.7484098601806; 261.8187649970772; -59.62254957617018; -852.3986217104255; 454.5844706950841; -122.45194705462667; -60.36452648750942; 176.37065531178257; -13.162150651157024; -72.45823913899115; 105.65502772369314; -9.493467516327616
8100.000000000001; 500.22751254389254; 256.0346643592138; 959.4146469131168; 1747.600774438167; 1773.3143968857116; 1109.783191844075; 542.4017145020384; 246.17828173117837; 965.437290237818; 683.5681143679268; 777.3810944640204; 1000.9676662895879; -159.8870218830436; 239.02231778062705; -47.831908411932204; -826.6917013442337; 465.800508123966; -109.72279001877092; -53.6977562976265; 162.237582113905; -10.770573892125789; -79.34082489144448; 119.73499439752231; -7.810258880349811
8775.0; 444.36049395406485; 223.5378014639625; 984.7337995225928; 1768.8526544740364; 1706.4002069509934; 1118.3005973418847; 500.42560061709634; 238.0117840252026; 974.5666367638343; 757.002092222642; 812.1446463498464; 1013.4881769219631; -136.1147992331091; 224.21586844281072; -39.27743879789765; -806.6243787324788; 480.59914071910333; -100.87548390309095; -47.66237709730924; 147.73892367426177; -10.327925172184308; -85.38178716848319; 135.58171773684364; -9.944919723183085
9450.0; 407.42186447039415; 203.03921742409227; 936.2379116445558; 1784.4068113264973; 1667.0231122444814; 1098.0998565734758; 478.6346721750511; 234.85108469618365; 1016.3667588390791; 885.3173798090328; 864.2253481743955; 1061.8202929176052; -120.60838273280861; 214.533592130925; -33.18997781843276; -788.9843530586412; 482.32149409230163; -90.58544579406129; -42.76959173825218; 139.28705795324555; -9.529589943348034; -95.52759624194434; 160.71072629434775; -12.451099608445967
10125.0; 386.2319905980388; 191.76843963872113; 974.6626897165063; 1805.004868233066; 1650.6081908359834; 1146.2312678947255; 522.3732482499056; 241.5344325346057; 1014.0280168974017; 1169.1210362013198; 941.9187845283979; 1056.941346108612; -112.72765594243849; 200.6221588332317; -28.58893407256615; -788.1949900800618; 458.66155244563333; -67.22339742680433; -41.50515158142253; 148.9708526549762; -9.23001503588213; -113.30056049036757; 211.88926333889324; -13.971719151408472
10800.0; 377.93827696227595; 187.92814122161045; 933.2395500006477; 1807.5736130382395; 1645.877819662601; 1090.3097449438028; 562.0529130033364; 245.42039230945932; 975.9591188733613; 1325.377664643973; 977.152231679404; 1008.6806612970553; -109.97059332753042; 196.77006774029547; -27.337460245776352; -790.8944803471685; 460.05866905244295; -67.34335072016967; -41.510848634140174; 159.3814640627253; -8.513247605409173; -124.40990421763787; 243.55196961215802; -15.34538799423245
675.0; 28915.37889123427; 44486.129033764904; 5639.038627137984; 953.5871399066256; 936.4944511037719; 986.7979768065435; 1215.5236352887891; 3136.9122882437396; 1382.686963560872; 141.12487195570827; 502.30067045865707; 1009.1176701489692; -16792.53964673019; 9593.839609385042; -5173.710291078535; -220.367900712708; 294.4173424513913; -40.514311794747194; -615.6518903756623; 338.2040675778583; -94.62239082589859; -4.486891246266328; 5.6059299984212645; 1.373633901601298
954.5941546018391; 16510.691359724795; 25744.53577277664; 3675.8795911993775; 1087.518749725838; 2244.420192774647; 996.3756783017578; 1095.2173957363254; 2228.7385073522782; 971.5615744920641; 146.79725048757135; 517.2416511183793; 1010.7871114663479; -10126.721172195961; 5459.83078496817; -3127.3930111379264; -480.60216260955264; 323.77140408673876; -77.39113120952241; -475.6297664418799; 321.14915409091844; -77.775104964941; -7.589355581392242; 6.5024623574269045; 0.44428412952194896
1509.345884812358; 8061.007716757317; 11970.360778326334; 2323.369868019288; 1281.4503394905862; 3585.651710659061; 1002.8379211462045; 980.0858374066646; 1287.7330589012763; 966.5372776838614; 161.81981862688204; 539.8198319072548; 996.6110567235112; -5264.412578470943; 2703.8333561117292; -1636.254749664145; -794.1404326353542; 350.4720439725718; -119.94248300211922; -323.9925861551182; 302.57422857581; -55.512498550035296; -12.869361899381941; 9.864668805572785; 0.2477684329446657
2134.537420613656; 4620.669855036396; 6040.50559277241; 1753.3413527469936; 1395.9540162229766; 3963.6240712100134; 1008.220866055388; 907.8651348873491; 800.8579515706822; 964.9389176409109; 185.89760705467444; 554.2627980357652; 993.1911489582707; -2993.9794364816175; 1595.100119864048; -960.4402557651141; -975.5718001185558; 367.4006588585041; -147.54161902515418; -234.35548957260536; 287.6740186292216; -44.33323890309128; -19.382890107953283; 15.732943931705107; -0.49428060798923884
2783.096297291921; 2990.098673937108; 3307.5254940394866; 1449.9343103643748; 1385.3602104201943; 3808.2203392205483; 1015.281568907227; 858.4779960709461; 552.054358882668; 965.1746203326682; 217.572763823848; 564.9752652117841; 992.0757412221373; -1831.1926521140867; 1048.5908299934126; -597.2578747087009; -1043.5007585189348; 352.91231313247687; -160.89091653113186; -184.3686396873089; 276.5964836176796; -37.9657364857068; -25.68695169913512; 22.412364895762895; -2.1442196907745474
3441.8381716751305; 2096.7246801628694; 1930.56760125724; 1277.1457332839361; 1316.6484421220741; 3418.107764132918; 1019.8442229988434; 815.1457568393591; 413.6502441804226; 963.1787755227165; 256.15352377767397; 573.2484009239458; 993.082278143026; -1177.6837793932184; 751.4269878558098; -396.14041514656924; -1048.0532417270963; 334.069038185115; -167.47906184953342; -150.91502924367234; 265.94906897011816; -31.27996696104202; -32.85651862492992; 31.066695279614844; -3.075354337084436
4105.864707951298; 1548.283454683917; 1198.4435444714682; 1170.338549793867; 1386.5188522266767; 3046.437701139815; 1028.2475398049717; 774.1723505891512; 333.4581127904428; 961.4132829335347; 302.9909404688903; 581.6207186425372; 986.576998122307; -787.6891439914515; 568.9824790238827; -267.19982058210326; -1029.5143283295056; 350.9665170248819; -167.2049979532708; -127.40391390163306; 251.9030429786982; -27.61961783827263; -39.790602236632814; 42.29919786100989; -3.874740610062752
