ell; low_auto_ch0; low_auto_ch1; low_auto_ch2; low_auto_ch3; low_auto_ch4; high_horizontal_auto_ch0; high_horizontal_auto_ch1; high_horizontal_auto_ch2; high_horizontal_auto_ch3; high_horizontal_auto_ch4; high_vertical_auto_ch0; high_vertical_auto_ch1; high_vertical_auto_ch2; high_vertical_auto_ch3; high_vertical_auto_ch4; high_diagonal_auto_ch0; high_diagonal_auto_ch1; high_diagonal_auto_ch2; high_diagonal_auto_ch3; high_diagonal_auto_ch4; low_cross_ch0_ch1; low_cross_ch0_ch2; low_cross_ch0_ch3; low_cross_ch0_ch4; low_cross_ch1_ch2; low_cross_ch1_ch3; low_cross_ch1_ch4; low_cross_ch2_ch3; low_cross_ch2_ch4; low_cross_ch3_ch4; high_horizontal_cross_ch0_ch1; high_horizontal_cross_ch0_ch2; high_horizontal_cross_ch0_ch3; high_horizontal_cross_ch0_ch4; high_horizontal_cross_ch1_ch2; high_horizontal_cross_ch1_ch3; high_horizontal_cross_ch1_ch4; high_horizontal_cross_ch2_ch3; high_horizontal_cross_ch2_ch4; high_horizontal_cross_ch3_ch4; high_vertical_cross_ch0_ch1; high_vertical_cross_ch0_ch2; high_vertical_cross_ch0_ch3; high_vertical_cross_ch0_ch4; high_vertical_cross_ch1_ch2; high_vertical_cross_ch1_ch3; high_vertical_cross_ch1_ch4; high_vertical_cross_ch2_ch3; high_vertical_cross_ch2_ch4; high_vertical_cross_ch3_ch4; high_diagonal_cross_ch0_ch1; high_diagonal_cross_ch0_ch2; high_diagonal_cross_ch0_ch3; high_diagonal_cross_ch0_ch4; high_diagonal_cross_ch1_ch2; high_diagonal_cross_ch1_ch3; high_diagonal_cross_ch1_ch4; high_diagonal_cross_ch2_ch3; high_diagonal_cross_ch2_ch4; high_diagonal_cross_ch3_ch4
0.0; 93298.19665839571; 239534.39900897877; 207061.68904796848; 20676.142129640983; 2105.669661866139; 989.0146060590499; 854.6854186459167; 1349.7319499449957; 1030.1370919272451; 1027.2630076118858; 992.5293794447235; 843.4118463436778; 1339.6105025403212; 1122.5478090372044; 1026.3983463271309; 258.96056403506424; 9.324842517446344; 38.178372599480404; 998.1010260277625; 1022.2672618952081; 9519.794852492116; -64565.834289097795; 32806.29618088267; 6098.947566936272; -73417.00281009551; 22437.52424833579; -3639.176637925223; -32328.161709201402; -774.5631753914996; 2079.7796335836824; 1.0760088992208199; -286.9423087823994; 293.301036453382; 70.01541935257629; -11.859631982447999; -0.23625817900988946; 0.9916535220083897; -54.423217100706616; -16.051569396602353; 105.10963066608731; -0.8196994684207783; -283.72377314600675; 289.98490001928036; 68.4151483018165; -10.74800929035407; -3.19175509341342; -2.894103880954544; -53.98647453629182; -13.94996498089049; 126.71923736946995; -0.05536539178321296; -3.0603803312014612; 3.3488507679396498; 0.4167389228435536; -0.017982501495231222; 0.05484556508898578; 0.12196276905648107; 1.292565108215366; 0.38871369784550674; 100.95874361482514
675.0; 28098.07899951998; 38585.91659280639; 44155.24482798739; 5630.95237706547; 1273.623180076683; 1195.9225267889453; 1968.5079098595093; 3187.453981551965; 1080.7045080664893; 1028.203481871326; 936.2140744988066; 581.5087672320582; 831.4127789822307; 962.892610278969; 1020.935690866916; 263.22270415916324; 14.844894026253227; 47.299960564448824; 1024.4560166239933; 1026.6334955194372; 129.2362483287173; -16337.944527954145; 9426.439232373701; 1776.2804853891366; -346.6756394045491; 67.5353203123976; 5.158640721120991; -5099.885101918369; -1055.9737665768505; 915.292781612368; 3.7883374494369564; -590.2962823455644; 322.21672905588457; 72.49016802529775; -12.713355540343795; 3.141168614977765; -1.8348156140943621; -96.10340207641035; -24.495826692741996; 114.7135808874252; 0.11261686675500453; -208.3890973039468; 279.73620127700724; 65.35229911723108; -2.0822850807379942; -0.5983282677998478; -1.64038999233752; -42.54163695400033; -12.561534872439626; 95.48849341340699; -0.05504622836017719; -4.534237861749861; 4.760655947242776; 1.107776582513541; 0.0007411179061205164; 0.0552297367943453; 0.007559012542289331; 1.1371866647086253; 0.5736842895895926; 105.93060760979492
1350.0; 10388.029470440042; 14925.121893720472; 16034.634052424866; 2817.3233757206463; 1118.4407468050154; 1337.2940167149434; 2798.180383103165; 4347.93059322433; 1059.7833179566587; 1026.743076900172; 896.7826747370386; 415.1201507223641; 540.1266097877351; 960.7652333740433; 1019.7571429887823; 275.5737651936747; 26.375163487232765; 64.51131280713719; 1004.2029821846168; 1024.0132176940015; 17.49479703409962; -6644.403618813055; 3498.0329483434184; 671.2773682107096; -52.77932065325511; 2.6890279400507477; -5.059719551790424; -2072.1629079422255; -490.89374335491095; 423.61437897531596; 1.7429636839620897; -865.7595292949958; 343.33209012062576; 77.61857993736209; -7.78689664324801; -1.0752024164472644; 0.8597411971960063; -132.6812340394418; -33.544545064895196; 109.6866943576281; 0.5461736968011937; -162.53151741920422; 271.3419208459006; 63.704267183724845; 0.19248492535014042; -0.27248690785143515; -0.22004245077838286; -34.54051845486202; -11.595663399997774; 94.6690422411369; -0.05437414214999238; -8.452658158497094; 7.91974192103148; 1.4310541716165652; -0.029379359414502152; 0.08509439840026325; 0.07929920035248478; 0.8599580617049587; 0.2825306414593872; 101.23039295816915
2025.0000000000002; 5422.321374667408; 7223.961977590108; 7460.648203956447; 1915.8301325456723; 1073.0417960541413; 1411.829377413401; 3009.8525478934666; 4464.462668539029; 1080.006269557638; 1027.0038436686793; 870.219189234331; 329.70123899867446; 402.04133379373127; 964.4132904267375; 1021.5760744768208; 295.19972556891594; 41.179701549069044; 85.53345281166342; 992.9208944385217; 1022.598902716623; 18.372760955120132; -3501.0820095960453; 1862.0414238053224; 376.08890375189856; -36.036443749967; 8.52787021277471; 2.8549656480925463; -1113.3242851149125; -319.8814696507558; 263.26808737203555; 2.622665220268404; -1006.1361199441563; 353.96294481197344; 80.19436540346014; -5.104649541539698; -0.2770902392238306; -1.1688386696361508; -157.1395345206877; -47.80529120756534; 112.71572843097927; -0.7249932125544277; -138.10279663140545; 265.8231040450302; 63.59727313645412; 0.4438647578886338; 0.7724294006773441; 0.46925260065208335; -31.361153411854787; -10.245973451506817; 96.62309209524895; -0.041415206609693674; -13.258623705126146; 12.580308367231273; 2.890082990947294; 0.10303984146340628; 0.08668936394333905; 0.21536683383636215; -0.16538438012388892; 0.41372348890347743; 98.5535970554426
2700.0; 3376.255776649328; 3981.8581785437377; 3971.0863909071354; 1592.1099840617917; 1051.5312183954281; 1396.6914348538357; 2932.359237511951; 4154.443246926848; 1079.9532341021109; 1025.9601551602382; 844.5101320102759; 276.1912969206089; 324.8219617331847; 963.5970354486784; 1022.898950850563; 322.57225145423564; 58.31347909650005; 109.92390608982416; 993.0038012589913; 1020.3417231696034; 4.657689806348019; -2067.882630136423; 1178.3766202211107; 256.42627009759104; -12.828826961750792; -1.6795390868896918; -1.4953808185924222; -668.2175766364667; -213.36209867301793; 210.96978678268553; -0.5203704040979874; -1055.3102876298663; 342.1074056811448; 78.30753224610247; -2.3236436149583715; -1.0364239194580602; 0.022424456441644074; -168.38477219472495; -53.565850248064194; 112.75802903430994; 1.0466443691143679; -121.25333090457357; 256.13676908425293; 61.606000363050796; -0.14145066406361026; -0.11144589075298682; 0.0968555243954646; -29.516100557528166; -9.051501525699539; 96.04380521828432; 0.19080864982581547; -19.351426880866374; 19.12538539236952; 4.302862843733174; -0.04973412042035786; -0.03242381106279774; 0.0033242790972985597; -0.5484095464573016; -0.5141579533640818; 97.22574352818768
3375.0000000000005; 2320.9229999651366; 2379.9602214075844; 2315.620292482051; 1354.4948145000299; 1040.7413478925805; 1316.9504665577954; 2729.129572546653; 3679.1530283767024; 1081.5071142314482; 1026.0380429441657; 814.6541269566078; 239.59565338326976; 275.49723171838195; 962.6792136662899; 1020.8063704362155; 356.80784370511503; 77.89286972958169; 138.02019803809728; 988.9664526771528; 1022.4699434776243; -3.777208101578918; -1313.3862075982095; 825.2546399626452; 190.11390161961464; -3.194764422056836; -2.147234632082932; -0.2846651765781467; -435.42665943607886; -146.70783235946095; 168.75258235203557; -0.9113038234079535; -1043.7580162453985; 320.3471761387505; 74.8086390457322; 3.206227011404; -0.9417450215513916; -0.5115192632194968; -172.49436301487967; -56.60946219912665; 112.99405943985856; -0.30080940714891474; -108.32674079333854; 246.62665209948238; 58.75686498927131; 0.6141277009247451; 0.19319045759207074; -0.3740453709392294; -26.313252386609467; -8.369363464974608; 93.08935221278955; 0.061175151786755554; -26.187947593262756; 26.96693510094117; 6.5349725391346345; 0.0819371598002724; -0.07950250112249224; 0.023398630476251698; -2.0859740010831365; -0.5285616637424624; 97.04639063075267
4050.0000000000005; 1697.9119958761055; 1526.7934203106543; 1445.593996010242; 1242.0703906114406; 1039.7695278827807; 1378.0832051472432; 2542.761760657392; 3217.915927394933; 1122.1741664850856; 1028.8922114454906; 782.4082267721631; 211.21178621458407; 241.09489025388086; 963.9217145462655; 1022.8700391453857; 396.75933603854895; 99.03377334074813; 170.03222771469606; 993.1132758446446; 1021.2091933473697; 2.420909812919249; -874.9577602253687; 614.036953796719; 153.11573489424356; -6.080190765878168; 1.9659677867176506; -1.834524743358295; -295.85863253017476; -105.08413754358011; 154.06305565340645; -0.5715831880361556; -1014.0833020002466; 338.00812729866476; 82.45133150631962; -0.353735624002706; -0.22792712720563776; -0.6264494648085311; -169.22488629710605; -60.92395203007649; 122.01630802413227; -0.4816698833135246; -97.27731480567083; 237.09628718142224; 57.469427770898086; 0.27518339628728; 0.7680307991476285; 0.3660210092448705; -23.54699852993929; -7.401099129164159; 95.64859819973138; -0.367583830875859; -34.1177220013209; 36.257541674236464; 8.459784594133716; 0.18806918326596647; -0.0494068123117176; 0.26495022817788466; -3.4661947502045245; -1.041293365795011; 95.5173076661542
4725.0; 1300.920027845116; 1031.0769141508463; 957.3784321444319; 1186.2394819405317; 1030.3129299623458; 1434.9022030086478; 2367.1143184132834; 2820.9223936484077; 1100.2310835699611; 1026.1036020221825; 749.8730261385152; 189.33543601826983; 215.78313563413255; 966.3871015391175; 1019.2348671353785; 442.28319984156695; 122.44733974558798; 206.0867843608504; 999.621767438485; 1021.5332296577938; 1.6561553230301767; -605.2402231968966; 484.5206520864993; 126.49538150037493; -5.67434043111914; 1.4132955011302868; 0.30318024210484484; -207.11886383491128; -73.44802359569026; 145.16557832913688; 0.28561195048863086; -969.8746653748815; 356.67269212929295; 87.17109939240173; 0.5589859480013603; 1.8870725361382714; -0.5077094812444743; -165.65178063562527; -59.563228410483276; 115.47850715376589; -0.07508648957621254; -87.93464342843677; 224.90977271978892; 54.189305726882914; 0.1896652911509009; -0.1741086510364797; -0.142187459946188; -21.734903622226717; -8.062801394666131; 96.65153008815413; 0.03834922628623766; -42.501554275975685; 48.37514281725996; 10.634603788646167; 0.0477060261363218; 0.2775462662058843; 0.058177709567430146; -4.2627011700886746; -1.6817265928621459; 99.2580934043432
5400.0; 1028.7305096235054; 737.0269274552985; 671.2385072518764; 1142.260563247565; 1029.4298664742917; 1510.1886884277633; 2237.68751576927; 2500.3916234546064; 1143.5817028577055; 1027.360869705132; 714.6906589149822; 168.91875002102398; 194.83193968174908; 965.5378411951168; 1022.652773194771; 491.04162141347143; 145.61930668132945; 245.3035201796489; 997.0756319273419; 1021.6090299011827; 1.2037621875023392; -434.5971112156361; 394.65907999778545; 109.00454991339471; -4.046971262685671; 2.405703795837214; -0.5044905278941874; -146.9175395579962; -53.94842670858851; 137.17988936832216; -0.37574407542663124; -927.7513838157303; 375.03647611908235; 95.93261649634387; 1.6981430798592059; 1.0483242249738622; -0.29620860383569186; -160.65921196030612; -61.16011466058456; 123.83329002926926; -0.0060148879593536035; -78.4766481029769; 209.7950297404222; 51.171466495094165; 0.10871236085492281; 0.1768303909843626; 0.5286259253309902; -19.651681434810232; -6.648904887005861; 95.91535974278595; -0.2872649524109654; -50.23498473902738; 59.39303363712395; 13.883473812677295; -0.0782123295470451; 0.1603771504886637; 0.15575342663483638; -6.001072562876913; -2.3066085934184706; 99.39076524988648
6075.0; 833.9378136880871; 546.982001066003; 493.67529493695673; 1123.080376798516; 1032.5876762140826; 1567.297715576256; 2132.01498845606; 2243.756728809852; 1102.560589304897; 1029.9666946636419; 673.6884143015421; 150.16150533981744; 176.26094981621782; 961.6181089180288; 1022.0860653606782; 542.3277322854545; 167.82270904282484; 286.3608159353877; 997.1153820310295; 1024.1961905216315; 0.36241654538986545; -319.9839487770106; 333.479522957841; 94.67737742281541; -2.72287433096539; 1.8944742433407749; -1.3959353634462273; -106.77967465949428; -37.45863961713361; 139.25761102826337; -0.5302340175488995; -880.4843717666331; 393.0177754465317; 102.20348500043492; 0.010109065023907276; 2.2785272099489156; 0.2992854083832876; -146.21191609022043; -55.18540370170557; 115.83027676376462; -0.13409311562592863; -72.06902313690934; 197.72355954003373; 45.97460790925595; -0.08937285395717685; -0.02051008340069312; -0.3053351153600472; -17.757604043276654; -5.809442491365382; 96.68691305245619; -0.39565691256814894; -59.87477563358369; 70.59964309599727; 16.392841300145427; -0.2245870148065042; -0.47664128745690204; 0.05183684861843687; -7.144817405583219; -2.727871900566666; 97.83940908820759
