ell; low_auto_ch0; low_auto_ch1; high_horizontal_auto_ch0; high_horizontal_auto_ch1; high_vertical_auto_ch0; high_vertical_auto_ch1; high_diagonal_auto_ch0; high_diagonal_auto_ch1; low_cross_ch0_ch1; high_horizontal_cross_ch0_ch1; high_vertical_cross_ch0_ch1; high_diagonal_cross_ch0_ch1
0.0; 209.05636828691996; 1487.188292054186; 47.06845902994662; 49.59200652258461; 48.32986009858928; 77.32222944541968; 40.48294183830536; 45.75981773361283; 308.00366103261183; 35.606985623420776; 36.11215368767694; 29.264083541924258
84.375; 145.0478820013217; 129.88757763431838; 61.56858424513965; 61.47294722527155; 45.77633053441975; 45.53030599650668; 41.82369674612754; 47.781725624135866; 115.67684452171412; 46.97215957579886; 33.8568201637714; 30.24751389560447
168.75; 89.56386755362938; 83.99203255228115; 85.00324262548922; 79.83190983993076; 40.48423507749604; 42.109395377990914; 48.6053890158694; 51.32062620766297; 72.35602856668265; 64.71242613871698; 30.316370958183345; 34.55172418477906
253.12500000000003; 57.38008936549323; 57.27745285801978; 98.03267575006362; 93.01243547317912; 35.80245824027721; 37.880106696384516; 54.49242132804324; 56.59943458547124; 46.74545870742848; 75.01008080372095; 26.700171281348272; 39.366597215969065
337.5; 47.28173088727996; 49.7903253408648; 108.87377143179644; 105.54158495761672; 34.01993755181057; 36.54790719129277; 56.919494214266486; 58.24845526244233; 39.40895681994993; 86.46891123232645; 25.154055670428843; 40.8684066666089
84.375; 150.0591853350349; 148.66097880426113; 44.46080828453959; 47.50437471309841; 61.184106512372445; 84.87112403951976; 42.92549881917734; 48.19600030714889; 119.50736491798047; 33.76048921487719; 45.13837923839187; 31.072246887165278
119.32426932522989; 122.65194414216406; 111.69494248082802; 55.960589076916996; 57.061385655286074; 57.86048203811451; 55.268346937494776; 45.38205263563715; 50.44330173937512; 98.82905186927267; 42.71192552544681; 43.1202938787026; 32.864704792970436
188.66823560154475; 76.29116374653587; 74.2113893404473; 78.96830012233092; 74.84325345888223; 48.084387692101465; 47.368196371006825; 52.9148942940313; 55.6544772260611; 61.69919856104662; 59.81745688029819; 35.57049555455431; 38.45025138309636
266.817177576707; 50.927220419959724; 51.62665566055601; 93.03603735449623; 89.05624210177128; 41.55615196229347; 43.35224946309294; 61.54383319611957; 61.72030061323764; 41.332745562638806; 72.16580521243289; 31.287909340808472; 44.44762490867263
347.8870371614901; 43.680147872479324; 45.11881283567827; 100.88411593206813; 96.77689736486386; 38.55387648641482; 40.41751161902479; 64.46019933556539; 63.80228769151483; 35.90116261991159; 79.3612666947417; 28.883547160276077; 46.697109023071924
168.75; 89.14030526779945; 94.42656988541967; 40.33521153905834; 44.48066495736838; 83.54386130322919; 101.83356157855944; 48.446459593386; 52.48324034512955; 69.94825829515929; 30.948031179149186; 61.04845852754598; 35.04487434215132
188.66823560154475; 78.75071022489853; 74.33990513115724; 48.59819942631411; 50.542036594181184; 78.72620033121935; 70.760274054398; 52.866212076182144; 55.22577793747858; 63.34100278128893; 37.05182279423692; 58.29002215232604; 38.33169192141752
238.64853865045978; 56.94489310116056; 57.07122768894105; 64.0832169803659; 64.25279331128776; 65.93101675934064; 62.23952539371937; 64.21036690747422; 64.25185567234382; 46.64638586562661; 49.26973018553361; 49.45574778569791; 46.2682440451745
304.21838886727414; 40.134734139683914; 41.550233838914174; 77.9493976008723; 77.15222265498593; 53.06211975971342; 51.50117352809138; 76.27796279426458; 73.05831312969445; 32.57941602360331; 60.65947754785409; 39.50118406215703; 55.39106620365468
377.3364712030895; 35.26324865630754; 37.11974599494658; 82.18527698451818; 80.42946774949391; 48.418962111195334; 48.66200141971883; 78.51519144475498; 75.95100689799162; 28.577791568932202; 63.66321620990413; 36.0987469081464; 57.47716211002059
253.12500000000003; 56.509282205072104; 69.25616819020125; 35.95497327462546; 39.844816226696075; 98.91829011105409; 117.30592787789695; 54.49079543898456; 56.563471458705706; 45.90310803191695; 27.239457903933385; 74.83805332505406; 39.523032625736015
266.817177576707; 51.030830049215076; 52.01153506336161; 41.72540762797993; 45.018491298866316; 91.54773221953776; 83.39699571135625; 59.58811541792177; 61.38772477855207; 41.847648439564274; 32.044697918925316; 69.1950973706833; 43.44142951085553
304.21838886727414; 40.93790648303239; 42.28090361436759; 54.440407030799946; 55.591497946032845; 78.09744363939045; 72.32304474999775; 74.27884022037757; 71.53105923936148; 33.38790991629073; 41.82754767626917; 58.625577730185974; 53.45802721206868
357.9728079756897; 31.430277333906588; 33.86164117777826; 65.12629855379797; 64.64179466019917; 63.11846079921715; 59.87366012597845; 89.94788760389704; 84.06467628779433; 25.564017895963552; 49.81109789632399; 46.951268302547476; 65.12971915089771
421.875; 28.563959036323244; 30.25550329034148; 67.94691397646645; 67.46263372651924; 58.18628206386649; 56.002598212091726; 93.52873269500819; 85.94676322536137; 22.798511916828936; 51.71850686793002; 43.274807971660785; 67.32578885679774
337.5; 49.19073981912863; 61.610442999193246; 34.244480340370444; 38.80125554436819; 108.30649002620397; 124.63856515969165; 56.08858996908933; 58.57279534406744; 39.22706340427847; 25.943161593469146; 81.78072840896299; 40.7612128922343
347.8870371614901; 44.17078086483523; 44.35904893130208; 38.26875170700492; 42.29666642367324; 100.54979784657887; 89.57953001028756; 63.70399351526524; 63.61105450740866; 35.716239065149026; 29.28398455843066; 75.65953346043003; 45.99024727306108
377.3364712030895; 35.300620582361134; 36.98429420085131; 49.5968620505647; 51.57950842450619; 83.65277962401035; 76.80952974801261; 78.77199102809794; 75.67515311955614; 28.693637621625115; 38.01946114343355; 63.074407567203984; 57.18331678489563
421.875; 28.23347291284709; 30.010486681953566; 59.0883743766474; 59.86621566081828; 68.04164823719084; 63.27807978901798; 95.85454357846626; 87.47097018377542; 22.545176460852776; 45.21900995596363; 50.179585129732125; 69.38022674613482
477.29707730091957; 25.6965801710022; 27.884133527810103; 63.964494043226836; 61.05813085270824; 63.223921797809524; 59.256493297526404; 100.97273483149259; 90.40326752760457; 20.597981487909905; 47.36813667955796; 46.64630775049075; 72.77993385799672
253.12500000000003; 56.509282205072104; 69.25616819020125; 35.95497327462546; 39.844816226696075; 98.91829011105409; 117.30592787789695; 54.49079543898456; 56.563471458705706; 45.90310803191695; 27.239457903933385; 74.83805332505406; 39.523032625736015
266.817177576707; 51.603880098736184; 52.52905700243622; 40.67959791925618; 44.17199819545488; 93.93052882709368; 84.2600986248379; 60.59557879539004; 61.09940645405114; 42.43121638612695; 30.83140488285217; 70.62946224670677; 43.82215963177445
304.21838886727414; 41.391770789877384; 43.697247073079524; 54.11494134705594; 56.53124198301086; 79.05042534535009; 73.5024910693762; 75.55326618927356; 73.36053237127479; 34.303987361396956; 42.207299660784; 59.86505483512312; 54.94828016856453
357.9728079756897; 31.854714683240484; 33.725985030854176; 63.947079967555155; 64.7789956410776; 64.40531077573428; 60.8641648088087; 89.1383861710962; 82.62499394670714; 25.719919391594793; 49.32091607180332; 48.01260650886374; 63.9748227453375
421.875; 28.563959036323244; 30.25550329034148; 67.94691397646645; 67.46263372651924; 58.18628206386649; 56.002598212091726; 93.52873269500819; 85.94676322536137; 22.798511916828936; 51.71850686793002; 43.274807971660785; 67.32578885679774
168.75; 89.14030526779945; 94.42656988541967; 40.33521153905834; 44.48066495736838; 83.54386130322919; 101.83356157855944; 48.446459593386; 52.48324034512955; 69.94825829515929; 30.948031179149186; 61.04845852754598; 35.04487434215132
188.66823560154475; 77.5578287079497; 71.91486206051698; 47.930137432600134; 49.397160591361626; 77.36230849150408; 71.22491935519199; 53.54437179165685; 55.870051381930786; 61.21857413551043; 36.05745971447602; 57.53594090990771; 38.6810128227837
238.64853865045978; 56.76424236083654; 57.26752826520147; 65.20184787682045; 64.69853753623704; 65.1012350802892; 61.84394536410989; 64.00800066679666; 64.83719100600462; 46.412304448181075; 49.8561425373984; 48.54528195306549; 46.70096461813588
304.21838886727414; 39.64303645395346; 41.30476472255209; 78.33908544710378; 77.1129556329807; 53.12527567919643; 52.24162829371629; 75.43082329863337; 73.41700227579028; 32.29333845933576; 60.75319836877666; 39.71821427835513; 55.092128530316735
377.3364712030895; 35.26324865630754; 37.11974599494658; 82.18527698451818; 80.42946774949391; 48.418962111195334; 48.66200141971883; 78.51519144475498; 75.95100689799162; 28.577791568932202; 63.66321620990413; 36.0987469081464; 57.47716211002059
84.375; 150.0591853350349; 148.66097880426113; 44.46080828453959; 47.50437471309841; 61.184106512372445; 84.87112403951976; 42.92549881917734; 48.19600030714889; 119.50736491798047; 33.76048921487719; 45.13837923839187; 31.072246887165278
119.32426932522989; 118.77081478843179; 110.01743020827138; 56.84299430283243; 57.57297591104838; 57.18322684140487; 55.32370761937362; 45.83751496679079; 49.61352660514942; 96.15852958292588; 43.746188440827964; 42.85071794041539; 32.71556784865077
188.66823560154475; 74.76491738326146; 70.92446235754109; 78.08205756136763; 74.62684061312994; 48.5344495217537; 48.08433753386319; 53.159215283528546; 55.9386585953416; 59.36887759962418; 59.490620372154105; 36.18687859068219; 38.39448036278837
266.817177576707; 51.50360785971938; 52.53705015064689; 92.36435802044292; 88.7061693774546; 41.3104259897706; 43.10402118202897; 61.268846712250465; 62.1805100643546; 42.3251743988063; 71.52550135104725; 31.108585372264525; 44.5770724597763
347.8870371614901; 43.680147872479324; 45.11881283567827; 100.88411593206813; 96.77689736486386; 38.55387648641482; 40.41751161902479; 64.46019933556539; 63.80228769151483; 35.90116261991159; 79.3612666947417; 28.883547160276077; 46.697109023071924
