ell; low_auto_ch0; high_horizontal_auto_ch0; high_vertical_auto_ch0; high_diagonal_auto_ch0
0.0; 14709.567782685934; 220.9448306782112; 220.55500823110725; 77.64232172902253
675.0; 3116.780051054711; 478.6480003223926; 147.60293463428383; 83.35929799277157
1350.0; 1113.3114618078223; 636.537478138657; 103.09937462584834; 94.66718302293836
2025.0000000000002; 505.81395626518224; 648.8047025592713; 79.74022989751663; 108.80790693195169
2700.0; 263.2587666714118; 604.7895974922345; 64.81846701571895; 123.4628975165317
3375.0000000000005; 152.70538313585357; 549.4777995859737; 54.47777508507396; 136.9957421233364
4050.0000000000005; 99.39321556716442; 498.41544637926097; 47.43999101720705; 148.1708714203243
4725.0; 74.75118745416499; 466.45049405009064; 43.377466125214674; 156.33103013834528
5400.0; 67.7125484348846; 455.65615385122874; 42.088853448893936; 159.26379307131907
675.0; 3142.62236896584; 147.62286988914568; 479.5093612306281; 83.19847326699362
954.5941546018391; 1803.6500478887572; 348.0249414046736; 347.11247336234163; 94.53737705050635
1509.345884812358; 820.7722105265382; 535.0181934347306; 208.26041210047254; 113.10426206791082
2134.537420613656; 401.0134304651555; 584.2567775279474; 134.31913270667366; 129.23547433242612
2783.096297291921; 211.7897804958215; 562.1832133738183; 94.73784685708684; 144.43429774690722
3441.8381716751305; 120.53356054304766; 516.3231748987082; 72.10710831928301; 158.27534881523627
4105.864707951298; 75.81605127504503; 476.64083381370637; 58.596880915427356; 168.47003597137638
4772.970773009196; 55.05253617642792; 448.90105444490973; 51.58939190882306; 175.66830730214178
5442.023980101521; 48.89797205107381; 438.4124849101306; 49.29786006040208; 178.06058682505895
1350.0; 1120.6947393394114; 103.0335856546372; 637.0914692307929; 94.34258659852472
1509.345884812358; 824.4860329227473; 208.77723804587131; 534.973325047867; 112.86692375247353
1909.1883092036783; 489.02210702920684; 365.14533459305864; 364.09826384026167; 147.13922815803036
2433.747110938193; 275.16899380856415; 447.47980963700303; 236.4598024245557; 175.8312760880083
3018.691769624716; 154.92963030265614; 461.3033983086679; 156.7640756039175; 195.2221704361719
3634.9862448157905; 90.5009432531796; 444.99646342797416; 110.19427614113837; 209.32276545810123
4269.074841227312; 56.65372111880895; 419.22595146262915; 83.61471516450969; 220.18641861218427
4914.07417526435; 40.57140601108839; 402.72912039807693; 69.62993328184203; 226.40649319481656
5566.192594583842; 35.70780483563025; 395.7208184399237; 65.44586512462008; 228.0725101131219
2025.0000000000002; 510.9129807429323; 79.47027385198257; 652.7298616405366; 107.95606365953999
