ell; low_auto_ch0; high_horizontal_auto_ch0; high_vertical_auto_ch0; high_diagonal_auto_ch0
0.0; 106.01360803418824; 13.06042491606785; 13.084556091735793; 7.708009866848565
675.0; 21.099086073947902; 23.19557485325292; 8.980341762173344; 10.73472746578131
1350.0; 9.618916487988328; 28.317378380915287; 6.628635233110765; 13.441663758183056
675.0; 21.259630797051578; 8.97771824294263; 23.318057861462716; 10.686060927960433
954.5941546018391; 10.902004458885957; 16.198023001946144; 16.18264281489949; 16.395928223726255
1509.345884812358; 5.86907365847609; 21.006934301420856; 11.006390582678229; 21.232584361449934
1350.0; 9.679690177803069; 6.64776159434256; 28.33650956334234; 13.411009129177272
1509.345884812358; 5.878211956611868; 11.064404540736854; 21.019409797797252; 21.2077925749503
1909.1883092036783; 3.7175513876986255; 14.690414951928231; 14.596139335797934; 28.238792957276267
675.0; 21.259630797051578; 8.97771824294263; 23.318057861462716; 10.686060927960433
954.5941546018391; 10.887229126955555; 16.20477602329521; 16.17983145435269; 16.34876021172103
1509.345884812358; 5.86907365847609; 21.006934301420856; 11.006390582678229; 21.232584361449934
