ell; low_auto_ch0; low_auto_ch1; high_horizontal_auto_ch0; high_horizontal_auto_ch1; high_vertical_auto_ch0; high_vertical_auto_ch1; high_diagonal_auto_ch0; high_diagonal_auto_ch1; low_cross_ch0_ch1; high_horizontal_cross_ch0_ch1; high_vertical_cross_ch0_ch1; high_diagonal_cross_ch0_ch1
0.0; 782.0754221466897; 596.9223427188517; 52.95528261559877; 65.77317444559213; 53.0821565176298; 63.16705907634713; 38.293489007162385; 59.31819954200866; 510.41177723895095; 22.7212824193555; 22.81483807487476; 15.940365810360571
675.0; 230.25558290885795; 159.54124683226428; 78.04723177713848; 71.79863621083692; 44.424857974239835; 57.82740624074973; 41.142786605689025; 59.87627236235637; 143.5278420806398; 32.06188224466896; 19.617743046348778; 16.62958185426673
1350.0; 80.02109694293037; 76.39099813035234; 95.52543631417201; 74.39855939077387; 36.98006424963223; 56.10497167900179; 47.26217169456557; 60.99506341537344; 50.228231508915066; 38.524681182449136; 16.82797662223163; 18.36237049344815
2025.0000000000002; 41.144480468186664; 52.32532000258035; 104.0301174333394; 76.70908358644161; 32.02957354630815; 54.98707709229852; 53.29122447906321; 62.493687458024446; 26.43166792039341; 41.964787657039125; 15.073023345184074; 20.0745993762162
2700.0; 32.018910161331206; 47.436812416232016; 106.79793322476398; 79.21982102406378; 30.18878677757861; 54.48022950122914; 55.61462278610373; 62.71539671651846; 20.79314032447748; 42.99520226435089; 14.407136026769718; 20.701843996539804
675.0; 232.82912666354355; 159.72643194273482; 44.252618415917865; 58.953970667654914; 78.30052443373128; 69.14086776839558; 41.0758439297237; 60.08983043559804; 144.72264457498633; 19.556668938445377; 32.27001611064449; 16.71528669838041
954.5941546018391; 128.01781744773305; 101.24513454327369; 63.70451528234095; 63.33150576591266; 63.54938053659412; 62.500379279494965; 45.13278275213518; 60.67558454571689; 79.3137191947823; 26.717536547577442; 26.872378708971652; 17.928105553450997
1509.345884812358; 57.54092725856141; 61.28088739377029; 84.3224062779098; 68.66833463866723; 47.307649626435236; 58.72021779403527; 53.24582890517878; 62.0688350739854; 36.249069376783204; 34.429264595812825; 20.71558595480897; 20.138518631830173
2134.537420613656; 31.595490984764865; 45.968693631909126; 94.93136103340464; 72.31225441169418; 38.1490983112462; 56.442140049319114; 60.473443506672005; 63.38830711545645; 20.565295090472286; 38.64110620393331; 17.33551547856318; 22.217678366458575
2783.096297291921; 24.854354624081218; 41.525478831304774; 98.14229921372512; 73.0953115977535; 34.95346515399449; 55.705834965517504; 63.33670651687073; 63.88046639500285; 16.256174134970628; 39.847574202925465; 16.142399234703785; 22.939521269271097
1350.0; 80.42550954916814; 74.89675020985621; 37.01737612961442; 56.270588397855114; 95.62106741865355; 73.30879623873636; 47.21578732887137; 61.1433196574498; 50.44018455987101; 16.808500439905224; 38.854189859136746; 18.34066510153086
1509.345884812358; 57.73949032269993; 61.55410861027865; 47.37995145317438; 58.81661190916492; 84.33335276692674; 69.84122794168616; 53.11302555316995; 62.2308886371251; 36.49096365022907; 20.62378898635029; 34.50646764183633; 20.021818735386145
1909.1883092036783; 34.702596775811216; 47.671689191806024; 64.34053594284232; 63.639526236458565; 64.45700408168089; 64.30726440892408; 65.47170752005897; 64.42656486154901; 22.39876499244546; 27.085593978937794; 27.189322552583594; 23.725155043157127
2433.747110938193; 22.035131614512565; 39.707814621498166; 76.16693733388973; 67.2009259482911; 49.905578415735725; 60.373725041062855; 76.0913778129818; 66.30873974937882; 14.63567478421691; 31.561026273199857; 21.74305467817373; 26.657119579179437
3018.691769624716; 18.06870497592294; 37.09537116866522; 80.03641645505364; 68.22020369631078; 44.86431033030132; 58.86331642162478; 80.18618896669649; 67.15936136920479; 12.09903085182595; 32.968114558423; 19.92039758201553; 27.7996202241476
2025.0000000000002; 41.38079895834143; 53.00905098910446; 32.090048821753996; 54.81307881352964; 104.21591605214614; 78.0263066794729; 53.120081198291096; 62.25555918625027; 26.52589365763505; 15.0561051297839; 42.161445804425036; 20.082398200143025
2134.537420613656; 31.762943205389217; 45.614845543655456; 38.130537059906125; 56.38530830983563; 95.10392738684219; 71.80880676020668; 60.22860881624332; 63.41786178593097; 20.570924239240508; 17.30355897504837; 38.80779962692229; 22.115276155537146
2433.747110938193; 22.04384038735915; 39.563995202744536; 50.08060071184706; 59.64162678361525; 76.0695873999593; 67.00202818926375; 75.99096674329498; 65.95348402954721; 14.60150859185049; 21.71325279039462; 31.569544623117803; 26.558530758572374
